id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon,fuentes_a,fuentes_b,coexistencia_misma_fuente,tokens_extra_a,tokens_extra_b,perdida_multiplicidad,clasificacion_final,razon_refinada,semantic_key_a,semantic_key_b,distancia_a,distancia_b,peso_a,peso_b,modalidad_a,modalidad_b,clasificacion_phase5,razon_phase5
593,"Lightweight, Women (Olympic (non-medal))",599,"Extra-Lightweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.921053,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Summer')]",,extra,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""lightweight""], [], [], [], []]","[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""lightweight""], [], [], [], [""extra""]]",,,,,lightweight,lightweight,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
594,"Extra-Lightweight, Women (Olympic)",599,"Extra-Lightweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.861111,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,medal non,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""lightweight""], [], [], [], [""extra""]]","[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""lightweight""], [], [], [], [""extra""]]",,,,,lightweight,lightweight,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
595,"Middleweight, Women (Olympic)",596,"Half-Middleweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.776119,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,half medal non,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""middleweight""], [], [], [], []]","[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""middleweight""], [], [], [], [""half""]]",,,,,middleweight,middleweight,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
595,"Middleweight, Women (Olympic)",600,"Middleweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.83871,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1992', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""middleweight""], [], [], [], []]","[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""middleweight""], [], [], [], []]",,,,,middleweight,middleweight,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
596,"Half-Middleweight, Women (Olympic (non-medal))",600,"Middleweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.935065,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1988', 'Summer')]",half,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""middleweight""], [], [], [], [""half""]]","[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""middleweight""], [], [], [], []]",,,,,middleweight,middleweight,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
597,"Half-Lightweight, Women (Olympic)",598,"Half-Lightweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.857143,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,medal non,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""lightweight""], [], [], [], [""half""]]","[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""lightweight""], [], [], [], [""half""]]",,,,,lightweight,lightweight,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
2122,Judo Women's Half-Middleweight,2411,Judo Women's Middleweight,Judo,Judo,WOMEN,WOMEN,0.909091,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",half,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""middleweight""], [], [], [], [""half""]]","[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""middleweight""], [], [], [], []]",,,,,middleweight,middleweight,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2138,Judo Women's Half-Heavyweight,2337,Judo Women's Heavyweight,Judo,Judo,WOMEN,WOMEN,0.90566,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",half,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""heavyweight""], [], [], [], [""half""]]","[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""heavyweight""], [], [], [], []]",,,,,heavyweight,heavyweight,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2259,Judo Women's Half-Lightweight,2412,Judo Women's Lightweight,Judo,Judo,WOMEN,WOMEN,0.90566,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",half,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""lightweight""], [], [], [], [""half""]]","[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""lightweight""], [], [], [], []]",,,,,lightweight,lightweight,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
2383,Judo Women's Extra-Lightweight,2412,Judo Women's Lightweight,Judo,Judo,WOMEN,WOMEN,0.888889,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",extra,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""lightweight""], [], [], [], [""extra""]]","[""judo"", ""judo"", ""women"", ""adult"", ""medal"", [""lightweight""], [], [], [], []]",,,,,lightweight,lightweight,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
1894,"Kata, Men (Olympic)",2853,Men's Kata,Karate,Karate,MEN,MEN,0.307692,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""karate"", ""karate"", ""men"", ""adult"", ""medal"", [], [], [], [], [""kata""]]","[""karate"", ""karate"", ""men"", ""adult"", ""medal"", [], [], [], [], [""kata""]]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
1895,"Kata, Women (Olympic)",2867,Women's Kata,Karate,Karate,WOMEN,WOMEN,0.4,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""karate"", ""karate"", ""women"", ""adult"", ""medal"", [], [], [], [], [""kata""]]","[""karate"", ""karate"", ""women"", ""adult"", ""medal"", [], [], [], [], [""kata""]]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
212,"Lacrosse, Men (Olympic)",405,"Lacrosse, Men (Olympic (non-medal))",Lacrosse,Lacrosse,MEN,MEN,0.8,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,medal non,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""lacrosse"", ""lacrosse"", ""men"", ""adult"", ""medal"", [], [], [], [], []]","[""lacrosse"", ""lacrosse"", ""men"", ""adult"", ""medal"", [], [], [], [], []]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
212,"Lacrosse, Men (Olympic)",2379,Lacrosse Men's Lacrosse,Lacrosse,Lacrosse,MEN,MEN,0.651163,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente2 | fuente3,,,lacrosse,YES,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""lacrosse"", ""lacrosse"", ""men"", ""adult"", ""medal"", [], [], [], [], []]","[""lacrosse"", ""lacrosse"", ""men"", ""adult"", ""medal"", [], [], [], [], []]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
1361,"Team Relay, Mixed (Olympic)",1651,"Team Relay, Mixed Youth (YOG)",Luge,Luge,MIXED,MIXED,0.76,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,yog youth,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""luge"", ""luge"", ""mixed"", ""adult"", ""medal"", [""mixed"", ""relay"", ""team""], [], [], [], []]","[""luge"", ""luge"", ""mixed"", ""youth"", ""medal"", [""mixed"", ""relay"", ""team""], [], [], [], []]",,,,,mixed | relay | team,mixed | relay | team,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
68,"Individual, Men (Olympic)",464,"Sabre, Individual, Men (Olympic)",Modern Pentathlon,Modern Pentathlon,MEN,MEN,0.88,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1900', 'Summer'), ('1904', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer'), ('1928', 'Summer'), ('1932', 'Summer'), ('1936', 'Summer'), ('1948', 'Summer'), ('1952', 'Summer'), ('1956', 'Summer'), ('1960', 'Summer'), ('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",,sabre,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], []]","[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], [""sabre""]]",,,,,individual,individual,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
68,"Individual, Men (Olympic)",618,"Épée, Individual, Men (Olympic)",Modern Pentathlon,Modern Pentathlon,MEN,MEN,0.897959,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1900', 'Summer'), ('1904', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer'), ('1928', 'Summer'), ('1932', 'Summer'), ('1936', 'Summer'), ('1948', 'Summer'), ('1952', 'Summer'), ('1956', 'Summer'), ('1960', 'Summer'), ('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",,epee,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], []]","[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], [""epee""]]",,,,,individual,individual,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
68,"Individual, Men (Olympic)",2967,Men's Individual,Modern Pentathlon,Modern Pentathlon,MEN,MEN,0.526316,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], []]","[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""individual""], [], [], [], []]",,,,,individual,individual,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
69,"Team, Men (Olympic)",458,"Épée, Team, Men (Olympic)",Modern Pentathlon,Modern Pentathlon,MEN,MEN,0.864865,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer'), ('1928', 'Summer'), ('1932', 'Summer'), ('1936', 'Summer'), ('1948', 'Summer'), ('1952', 'Summer'), ('1956', 'Summer'), ('1960', 'Summer'), ('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",,epee,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], []]","[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], [""epee""]]",,,,,team,team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
69,"Team, Men (Olympic)",616,"Sabre, Team, Men (Olympic)",Modern Pentathlon,Modern Pentathlon,MEN,MEN,0.842105,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1912', 'Summer'), ('1920', 'Summer'), ('1924', 'Summer'), ('1928', 'Summer'), ('1932', 'Summer'), ('1936', 'Summer'), ('1948', 'Summer'), ('1952', 'Summer'), ('1956', 'Summer'), ('1960', 'Summer'), ('1964', 'Summer'), ('1968', 'Summer'), ('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2020', 'Summer')]",,sabre,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], []]","[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""team""], [], [], [], [""sabre""]]",,,,,team,team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
698,"Free Pistol, 50 metres, Men (Olympic)",746,"Free Pistol, 50 metres, Team, Men (Olympic)",Modern Pentathlon,Modern Pentathlon,MEN,MEN,0.929577,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1900', 'Summer'), ('1912', 'Summer'), ('1920', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [], [""50:m""], [], [], [""free"", ""pistol""]]","[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""team""], [""50:m""], [], [], [""free"", ""pistol""]]",50:m,50:m,,,,team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
699,"Dueling Pistol, 30 metres, Men (Olympic)",747,"Dueling Pistol, 30 metres, Team, Men (Olympic)",Modern Pentathlon,Modern Pentathlon,MEN,MEN,0.935065,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1912', 'Summer')]",,team,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [], [""30:m""], [], [], [""dueling"", ""pistol""]]","[""modern pentathlon"", ""modern pentathlon"", ""men"", ""adult"", ""medal"", [""team""], [""30:m""], [], [], [""dueling"", ""pistol""]]",30:m,30:m,,,,team,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
899,"Individual, Women (Olympic)",2914,Women's Individual,Modern Pentathlon,Modern Pentathlon,WOMEN,WOMEN,0.47619,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""modern pentathlon"", ""modern pentathlon"", ""women"", ""adult"", ""medal"", [""individual""], [], [], [], []]","[""modern pentathlon"", ""modern pentathlon"", ""women"", ""adult"", ""medal"", [""individual""], [], [], [], []]",,,,,individual,individual,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
202,"Polo, Men (Olympic)",343,"Polo, Men (Olympic (non-medal))",Polo,Polo,MEN,MEN,0.761905,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1900', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""polo"", ""polo"", ""men"", ""adult"", ""medal"", [], [], [], [], []]","[""polo"", ""polo"", ""men"", ""adult"", ""medal"", [], [], [], [], []]",,,,,,,CONFLICT_EVENT_ALIAS,Coexistencia en misma fuente/edición.
202,"Polo, Men (Olympic)",2396,Polo Men's Polo,Polo,Polo,MEN,MEN,0.709677,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente2 | fuente3,,,polo,YES,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""polo"", ""polo"", ""men"", ""adult"", ""medal"", [], [], [], [], []]","[""polo"", ""polo"", ""men"", ""adult"", ""medal"", [], [], [], [], []]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
1677,"Park, Men (Olympic)",2873,Men's Park,Roller Sports,Skateboarding,MEN,MEN,0.307692,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""roller sports"", ""skateboarding"", ""men"", ""adult"", ""medal"", [], [], [], [], [""park""]]","[""roller sports"", ""skateboarding"", ""men"", ""adult"", ""medal"", [], [], [], [], [""park""]]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
1888,"Street, Men (Olympic)",2907,Men's Street,Roller Sports,Skateboarding,MEN,MEN,0.4,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""roller sports"", ""skateboarding"", ""men"", ""adult"", ""medal"", [], [], [], [], [""street""]]","[""roller sports"", ""skateboarding"", ""men"", ""adult"", ""medal"", [], [], [], [], [""street""]]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
1882,"Street, Women (Olympic)",2972,Women's Street,Roller Sports,Skateboarding,WOMEN,WOMEN,0.352941,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""roller sports"", ""skateboarding"", ""women"", ""adult"", ""medal"", [], [], [], [], [""street""]]","[""roller sports"", ""skateboarding"", ""women"", ""adult"", ""medal"", [], [], [], [], [""street""]]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
1883,"Park, Women (Olympic)",2923,Women's Park,Roller Sports,Skateboarding,WOMEN,WOMEN,0.466667,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""roller sports"", ""skateboarding"", ""women"", ""adult"", ""medal"", [], [], [], [], [""park""]]","[""roller sports"", ""skateboarding"", ""women"", ""adult"", ""medal"", [], [], [], [], [""park""]]",,,,,,,SAFE_EVENT_ALIAS,Todos los atributos semánticos coinciden; la diferencia restante es formato o redundancia del deporte padre.
306,"Single Sculls, Men (Intercalated)",634,"Single Sculls, Men (Olympic)",Rowing,Rowing,MEN,MEN,0.727273,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,intercalated,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""rowing"", ""rowing"", ""men"", ""adult"", ""medal"", [""single""], [], [], [], [""intercalated"", ""sculls""]]","[""rowing"", ""rowing"", ""men"", ""adult"", ""medal"", [""single""], [], [], [], [""sculls""]]",,,,,single,single,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
629,"Coxed Fours, Men (Olympic)",642,"Coxed Fours, Outriggers, Men (Olympic)",Rowing,Rowing,MEN,MEN,0.807018,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,outriggers,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""rowing"", ""rowing"", ""men"", ""adult"", ""medal"", [""coxed""], [], [], [""coxed""], [""fours""]]","[""rowing"", ""rowing"", ""men"", ""adult"", ""medal"", [""coxed""], [], [], [""coxed""], [""fours"", ""outriggers""]]",,,,,coxed,coxed,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
629,"Coxed Fours, Men (Olympic)",653,"Coxed Fours, Inriggers, Men (Olympic)",Rowing,Rowing,MEN,MEN,0.821429,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,inriggers,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""rowing"", ""rowing"", ""men"", ""adult"", ""medal"", [""coxed""], [], [], [""coxed""], [""fours""]]","[""rowing"", ""rowing"", ""men"", ""adult"", ""medal"", [""coxed""], [], [], [""coxed""], [""fours"", ""inriggers""]]",,,,,coxed,coxed,REVIEW_EVENT_ALIAS,"Difieren distancia, secuencia numérica, peso, modalidad, edad, medalla o modificadores; no se autoriza por similitud textual."
